manufacturer_code,aircraft_icao,model_no,model,country
CESSNA,C402,402,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C02T,402 (turbine),Temco TT Pinto,ÉTATS-UNIS
CESSNA,C402,402,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C402,402,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C04T,404 (turbine),Temco TT Pinto,ÉTATS-UNIS
CESSNA,C404,404,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C411,411,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C414,414,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C14T,414 (turbine),Temco TT Pinto,ÉTATS-UNIS
CESSNA,C414,414,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C421,421,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C21T,421 (turbine),Temco TT Pinto,ÉTATS-UNIS
CESSNA,C421,421,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C421,421,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C425,425,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C425,425,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C441,441,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C441,441,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C500,500,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C500,500,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C501,501,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C510,510,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C525,525,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C525,525,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C25A,525A,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C25B,525B,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C25C,525C Citation CJ4,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C550,550,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C551,551,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C560,560,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C560,560,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C55B,550B Citation Bravo,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C55B,Citation Bravo,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C560,560,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C56X,560XL,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C56X,560XL,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C650,650,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C650,650,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C650,650,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C680,680,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C750,750,Temco TT Pinto,ÉTATS-UNIS
CESSNA,A37,A-37,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C150,A150,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C152,A152,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C185,A185,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C185,A185,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C188,A188,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C188,A188,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C150,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C152,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C185,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C188,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C188,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C188,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C188,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,CMAS,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,T50,AT-8,Temco TT Pinto,ÉTATS-UNIS
CESSNA,T50,AT-17,Temco TT Pinto,ÉTATS-UNIS
CESSNA,CAW,AW,Temco TT Pinto,ÉTATS-UNIS
CESSNA,O1,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,T50,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C402,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,CMAS,C-34,Temco TT Pinto,ÉTATS-UNIS
CESSNA,CMAS,C-37,Temco TT Pinto,ÉTATS-UNIS
CESSNA,CMAS,C-38,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C208,C-98,Temco TT Pinto,ÉTATS-UNIS
CESSNA,CMAS,C-145,Temco TT Pinto,ÉTATS-UNIS
CESSNA,CMAS,C-165,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C208,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,F406,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C177,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C77R,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C208,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C210,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C414,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C500,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C500,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C501,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C550,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C551,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C650,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C560,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C650,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C650,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C750,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C525,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C25A,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C25B,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C25C,Citation CJ4,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C560,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C56X,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C510,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C550,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C680,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C560,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C56X,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C525,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C150,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C441,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C425,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C441,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C425,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,T50,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C303,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C172,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C72R,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,CDC6,DC-6,Temco TT Pinto,ÉTATS-UNIS
CESSNA,A37,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C421,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C320,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,F406,F406,Temco TT Pinto,ÉTATS-UNIS
CESSNA,F406,F406,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C421,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C208,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C172,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,O1,L-19,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C310,L-27,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C195,LC-126,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C337,M337,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C337,MC337,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C172,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,O1,O-1,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C337,O-2,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C162,Skycatcher,Temco TT Pinto,ÉTATS-UNIS
CESSNA,A37,OA-37,Temco TT Pinto,ÉTATS-UNIS
CESSNA,O1,OE,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C560,OT-47,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C172,P172,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C206,P206,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C10T,P210 (turbine),Temco TT Pinto,ÉTATS-UNIS
CESSNA,P210,P210,Temco TT Pinto,ÉTATS-UNIS
CESSNA,P337,P337,Temco TT Pinto,ÉTATS-UNIS
CESSNA,P210,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,P337,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C172,R172,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C172,R172,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C82R,R182,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C550,S550,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C172,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C172,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C320,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C182,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C82R,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C175,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C336,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C185,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C180,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C185,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C206,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C207,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C206,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C206,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C207,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C207,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C208,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C206,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C337,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C206,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,T37,T-37,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C172,T-41,Temco TT Pinto,ÉTATS-UNIS
CESSNA,T50,T-50,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C188,T188,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C207,T207,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C207,T207,Temco TT Pinto,ÉTATS-UNIS
CESSNA,T206,T206 Turbo Stationair,Temco TT Pinto,ÉTATS-UNIS
CESSNA,T206,T206 Stationair TC,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C82S,Turbo Skylane,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C207,T207,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C303,T303,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C310,T310,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C337,T337B,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C337,T337C,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C337,T337D,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C337,T337E,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C337,T337F,Temco TT Pinto,ÉTATS-UNIS
CESSNA,P337,T337G,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C337,T337H,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C404,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,O1,TL-19,Temco TT Pinto,ÉTATS-UNIS
CESSNA,O1,TO-1,Temco TT Pinto,ÉTATS-UNIS
CESSNA,T206,TP206 Turbo Super Skylane,Temco TT Pinto,ÉTATS-UNIS
CESSNA,T206,TU206 Turbo Super Skywagon,Temco TT Pinto,ÉTATS-UNIS
CESSNA,T206,TU206 Turbo Skywagon 206,Temco TT Pinto,ÉTATS-UNIS
CESSNA,T206,TU206 Turbo Stationair,Temco TT Pinto,ÉTATS-UNIS
CESSNA,T206,TU206 Turbo Stationair 6,Temco TT Pinto,ÉTATS-UNIS
CESSNA,T210,T210 Turbo Centurion,Temco TT Pinto,ÉTATS-UNIS
CESSNA,T210,Turbo Centurion,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C82S,T182 Turbo Skylane,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C207,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C207,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C207,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C337,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C310,U-3,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C185,U-17A,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C185,U-17B,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C180,U-17C,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C208,U-27,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C206,U206,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C206,U206,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C206,U206,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C206,U206,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C560,UC-35 Citation Encore,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C560,UC-35,Temco TT Pinto,ÉTATS-UNIS
CESSNA,T206,Stationair TC,Temco TT Pinto,ÉTATS-UNIS
CESSNA,T206,Turbo Stationair,Temco TT Pinto,ÉTATS-UNIS
CESSNA,T206,Turbo Super Skylane,Temco TT Pinto,ÉTATS-UNIS
CESSNA,T206,Turbo Super Skywagon,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C82T,Turbo Skylane RG,Temco TT Pinto,ÉTATS-UNIS
CESSNA,T50,UC-78,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C402,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,F406,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C68A,680A Citation Latitude,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C208,208 Caravan 675,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C240,T240 Corvalis TTx,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C240,Corvalis TTx,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C240,T240 TTx,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C240,TTx,Temco TT Pinto,ÉTATS-UNIS
CESSNA,T206,Turbo Skywagon 206,Temco TT Pinto,ÉTATS-UNIS
CESSNA,T206,Turbo Stationair 6,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C82T,TR182 Turbo Skylane RG,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C208,AC-208 Combat Caravan,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C208,Caravan 675,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C208,Combat Caravan,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C68A,Citation Latitude,Temco TT Pinto,ÉTATS-UNIS
CESSNA,E350,E350,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C700,700 Citation Longitude,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C700,Citation Longitude,Temco TT Pinto,ÉTATS-UNIS
CESSNA,E530,E530 Scorpion,Temco TT Pinto,ÉTATS-UNIS
CESSNA,E530,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C150,T-51,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C408,408 SkyCourier,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C408,,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C56X,560XL Citation Ascend,Temco TT Pinto,ÉTATS-UNIS
CESSNA,C56X,,Temco TT Pinto,ÉTATS-UNIS
MCDONNELL DOUGLAS,HAR,TAV-8,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,F18H,Hornet,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,F18H,ATF-18 Hornet,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,A4,A-4,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,H500,AH-6G,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,MD52,AH-6J,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,H64,AH-64,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,H64,AH-64,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,H64,AH-64,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,F15,,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,H64,,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,HAR,AV-8,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,F15,,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,DC93,C-9,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,DC93,C-9,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,C17,C-17,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,F18H,CF-18 Hornet,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,F18H,CF-188 Hornet,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,F18H,EF-18 Hornet,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,EXPL,,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,DC85,DC-8-50,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,DC85,DC-8-50,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,DC86,DC-8-60,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,DC87,DC-8-70,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,DC91,DC-9-10,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,DC92,DC-9-20,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,DC93,DC-9-30,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,DC94,DC-9-40,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,DC95,DC-9-50,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,DC10,DC-10,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,H500,,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,F15,,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,HAR,EAV-8,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,EXPL,,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,EXPL,,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,DC10,,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,F4,F-4,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,F15,F-15,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,F18H,FA-18A Hornet,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,F18H,FA-18B Hornet,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,F15,F-15,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,F15,F-15,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,F15,F-15,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,C17,,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,HAWK,,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,HAR,,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,H64,JAH-64,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,DC85,,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,DC10,KC-10,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,DC10,KDC-10,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,H500,,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,H64,,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,HAR,,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,DC10,MD-10,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,MD11,MD-11,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,MD81,MD-81,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,MD82,MD-82,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,MD83,MD-83,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,F18H,FA-18C Hornet,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,F18H,FA-18D Hornet,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,MD87,MD-87,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,MD88,MD-88,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,MD90,MD-90,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,H500,MD-500,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,H500,MD-500,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,H500,MD-500,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,MD52,MD-520N,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,H500,MD-530F,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,H500,MD-530MG,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,H500,MD-530MG,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,MD52,MD-530N,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,MD60,MD-600N,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,EXPL,MD-900,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,EXPL,MD-900,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,EXPL,MD-902,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,H500,MH-6H,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,MD52,MH-6J,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,EXPL,MH-90,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,H500,,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,DC93,,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,A4,OA-4,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,H64,,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,F4,,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,F15,,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,F4,RF-4,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,A4,,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,DC93,,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,HAWK,T-45,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,A4,TA-4,High Alpha Research Vehicle,ÉTATS-UNIS
