manufacturer_code,aircraft_icao,model_no,model,country
MCDONNELL DOUGLAS,HAR,TAV-8,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,DC93,VC-9,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,C15,YC-15,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,F18H,KAF-18 Hornet,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,F18S,Super Hornet,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,F18S,FA-18E Super Hornet,High Alpha Research Vehicle,ÉTATS-UNIS
MCDONNELL DOUGLAS,F18S,FA-18F Super Hornet,High Alpha Research Vehicle,ÉTATS-UNIS
EMBRAER,E170,ERJ-170-100,,BRESIL
EMBRAER,E75S,175 (short wing),,BRESIL
EMBRAER,E75L,175 (long wing),,BRESIL
EMBRAER,E75S,ERJ-170-200 (short wing),,BRESIL
EMBRAER,E75L,ERJ-170-200 (long wing),,BRESIL
EMBRAER,E55P,EMB-505 Phenom 300,,BRESIL
EMBRAER,E55P,Phenom 300,,BRESIL
EMBRAER,E190,ERJ-190,,BRESIL
EMBRAER,E190,,,BRESIL
EMBRAER,E35L,EMB-135BJ Legacy,,BRESIL
EMBRAER,E35L,EMB-135BJ Legacy 600,,BRESIL
EMBRAER,E35L,EMB-135BJ Legacy 650,,BRESIL
EMBRAER,E170,170,,BRESIL
EMBRAER,E190,190,,BRESIL
EMBRAER,AMX,A-1,,BRESIL
EMBRAER,TUCA,A-27,,BRESIL
EMBRAER,E314,A-29,,BRESIL
EMBRAER,E314,,,BRESIL
EMBRAER,AMX,AMX,,BRESIL
EMBRAER,M326,AT-26,,BRESIL
EMBRAER,E314,AT-29,,BRESIL
EMBRAER,E110,,,BRESIL
EMBRAER,E110,,,BRESIL
EMBRAER,E120,,,BRESIL
EMBRAER,E110,C-95,,BRESIL
EMBRAER,E145,C-99,,BRESIL
EMBRAER,P28B,,,BRESIL
EMBRAER,P28A,,,BRESIL
EMBRAER,P28R,,,BRESIL
EMBRAER,P28T,,,BRESIL
EMBRAER,E121,EC-9,,BRESIL
EMBRAER,E110,EC-95,,BRESIL
EMBRAER,E110,EMB-110,,BRESIL
EMBRAER,E110,EMB-111,,BRESIL
EMBRAER,E120,EMB-120,,BRESIL
EMBRAER,E121,EMB-121,,BRESIL
EMBRAER,E145,EMB-145EP,,BRESIL
EMBRAER,E145,EMB-145ER,,BRESIL
EMBRAER,E145,EMB-145EU,,BRESIL
EMBRAER,E145,EMB-145LR,,BRESIL
EMBRAER,E145,EMB-145LU,,BRESIL
EMBRAER,E145,EMB-145MP,,BRESIL
EMBRAER,E145,EMB-145MP/ASW,,BRESIL
EMBRAER,E145,EMB-145RS,,BRESIL
EMBRAER,E145,EMB-145SA,,BRESIL
EMBRAER,E45X,EMB-145XR,,BRESIL
EMBRAER,IPAN,EMB-200,,BRESIL
EMBRAER,IPAN,EMB-201,,BRESIL
EMBRAER,IPAN,EMB-202,,BRESIL
EMBRAER,TUCA,EMB-312,,BRESIL
EMBRAER,TUCA,EMB-312F,,BRESIL
EMBRAER,E545,EMB-545 Legacy 450,,BRESIL
EMBRAER,E314,EMB-312H,,BRESIL
EMBRAER,E314,EMB-314,,BRESIL
EMBRAER,E314,EMB-314,,BRESIL
EMBRAER,M326,EMB-326,,BRESIL
EMBRAER,E50P,EMB-500 Phenom 100,,BRESIL
EMBRAER,P28B,EMB-710,,BRESIL
EMBRAER,P28R,EMB-711B,,BRESIL
EMBRAER,P28R,EMB-711C,,BRESIL
EMBRAER,P28T,EMB-711T,,BRESIL
EMBRAER,P28A,EMB-712,,BRESIL
EMBRAER,P28A,EMB-712,,BRESIL
EMBRAER,PA32,EMB-720,,BRESIL
EMBRAER,P32R,EMB-721,,BRESIL
EMBRAER,PA34,EMB-810,,BRESIL
EMBRAER,PA31,EMB-820,,BRESIL
EMBRAER,E135,ERJ-135,,BRESIL
EMBRAER,E135,ERJ-140,,BRESIL
EMBRAER,E145,ERJ-145EP,,BRESIL
EMBRAER,E145,ERJ-145ER,,BRESIL
EMBRAER,E145,ERJ-145EU,,BRESIL
EMBRAER,E145,ERJ-145LR,,BRESIL
EMBRAER,E145,ERJ-145LU,,BRESIL
EMBRAER,E145,ERJ-145MP,,BRESIL
EMBRAER,E45X,ERJ-145XR,,BRESIL
EMBRAER,IPAN,,,BRESIL
EMBRAER,P32T,,,BRESIL
EMBRAER,PA32,,,BRESIL
EMBRAER,PA31,,,BRESIL
EMBRAER,E110,P-95,,BRESIL
EMBRAER,PA25,PA-25,,BRESIL
EMBRAER,P32T,PA-32RT-300,,BRESIL
EMBRAER,PA25,,,BRESIL
EMBRAER,E50P,Phenom 100,,BRESIL
EMBRAER,E110,R-95,,BRESIL
EMBRAER,E145,R-99,,BRESIL
EMBRAER,M326,RT-26,,BRESIL
EMBRAER,E110,SC-95,,BRESIL
EMBRAER,PA34,,,BRESIL
EMBRAER,P32R,,,BRESIL
EMBRAER,E314,,,BRESIL
EMBRAER,TUCA,T-27,,BRESIL
EMBRAER,TUCA,,,BRESIL
EMBRAER,P28A,,,BRESIL
EMBRAER,PA34,U-7,,BRESIL
EMBRAER,E550,EMB-550 Legacy 500,,BRESIL
EMBRAER,IPAN,U-19,,BRESIL
EMBRAER,E120,VC-97,,BRESIL
EMBRAER,E121,VU-9,,BRESIL
EMBRAER,M326,,,BRESIL
EMBRAER,E121,,,BRESIL
EMBRAER,E314,YA-29,,BRESIL
EMBRAER,P28U,EMB-711ST Corisco 2 Turbo,,BRESIL
EMBRAER,P28U,Corisco 2 Turbo,,BRESIL
EMBRAER,E35L,Legacy 600,,BRESIL
EMBRAER,E35L,Legacy 650,,BRESIL
EMBRAER,E35L,VC-99B Legacy,,BRESIL
EMBRAER,E35L,VC-99B Legacy 600,,BRESIL
EMBRAER,E145,E-99,,BRESIL
EMBRAER,E145,VC-99A,,BRESIL
EMBRAER,E145,EMB-145AEW&C,,BRESIL
EMBRAER,E145,EMB-145SM,,BRESIL
EMBRAER,E135,VC-99C,,BRESIL
EMBRAER,E135,EMB-135ER,,BRESIL
EMBRAER,E135,EMB-135KE,,BRESIL
EMBRAER,E135,EMB-135KL,,BRESIL
EMBRAER,E135,EMB-135LR,,BRESIL
EMBRAER,E195,195,,BRESIL
EMBRAER,E190,ERJ-190-100,,BRESIL
EMBRAER,E195,ERJ-190-200,,BRESIL
EMBRAER,E290,ERJ-190-300,,BRESIL
EMBRAER,E290,E190-E2,,BRESIL
EMBRAER,E295,ERJ-190-400,,BRESIL
EMBRAER,E295,E195-E2,,BRESIL
EMBRAER,E275,ERJ-190-500,,BRESIL
EMBRAER,E275,E175-E2,,BRESIL
EMBRAER,E550,EMB-550 Praetor 600,,BRESIL
EMBRAER,E550,,,BRESIL
EMBRAER,E545,EMB-545 Praetor 500,,BRESIL
EMBRAER,E545,,,BRESIL
EMBRAER,E545,,,BRESIL
EMBRAER,E550,,,BRESIL
EMBRAER,IPAN,EMB-203,,BRESIL
EMBRAER,E390,KC-390,,BRESIL
EMBRAER,E390,C-390,,BRESIL
EMBRAER,E390,,,BRESIL
EMBRAER,E390,EMB-390,,BRESIL
EMBRAER,E35L,,,BRESIL
BOMBARDIER,CRJX,CL-600 Regional Jet ,JA81AM,CANADA
BOMBARDIER,CRJX,Regional Jet CRJ-1000,JA81AM,CANADA
BOMBARDIER,CL30,BD-100,JA81AM,CANADA
BOMBARDIER,GL5T,BD-700,JA81AM,CANADA
BOMBARDIER,GLEX,BD-700,JA81AM,CANADA
BOMBARDIER,CL30,,JA81AM,CANADA
BOMBARDIER,GL5T,,JA81AM,CANADA
BOMBARDIER,GLEX,,JA81AM,CANADA
BOMBARDIER,GLEX,,JA81AM,CANADA
BOMBARDIER,BCS1,BD-500 CSeries CS100,JA81AM,CANADA
BOMBARDIER,BCS3,BD-500 CSeries CS300,JA81AM,CANADA
BOMBARDIER,CL35,BD-100 Challenger 350,JA81AM,CANADA
BOMBARDIER,CL35,Challenger 350,JA81AM,CANADA
BOMBARDIER,CL60,CL-600 Challenger 650,JA81AM,CANADA
BOMBARDIER,CL60,Challenger 650,JA81AM,CANADA
BOMBARDIER,GLEX,E-11,JA81AM,CANADA
BOMBARDIER,GL7T,BD-700 Global 7000,JA81AM,CANADA
BOMBARDIER,GL7T,Global 7000,JA81AM,CANADA
BOMBARDIER,GLEX,BD-700 ,JA81AM,CANADA
BOMBARDIER,GLEX,Global 6000,JA81AM,CANADA
BOMBARDIER,BCS1,CSeries CS100,JA81AM,CANADA
BOMBARDIER,BCS3,CSeries CS300,JA81AM,CANADA
BOMBARDIER,BCS1,CS100,JA81AM,CANADA
BOMBARDIER,BCS3,CS300,JA81AM,CANADA
BOMBARDIER,CRJ7,CL-600 ,JA81AM,CANADA
BOMBARDIER,CRJ7,,JA81AM,CANADA
BOMBARDIER,GL5T,BD-700,JA81AM,CANADA
BOMBARDIER,GLEX,BD-700,JA81AM,CANADA
BOMBARDIER,GL7T,BD-700,JA81AM,CANADA
BOMBARDIER,GL5T,,JA81AM,CANADA
BOMBARDIER,GLEX,,JA81AM,CANADA
BOMBARDIER,GL7T,,JA81AM,CANADA
BOMBARDIER,GLEX,BD-700 Sentinel,JA81AM,CANADA
BOMBARDIER,DH8A,DHC-8-100 Dash 8,JA81AM,CANADA
BOMBARDIER,DH8B,DHC-8-200 Dash 8,JA81AM,CANADA
BOMBARDIER,DH8C,DHC-8-300 Dash 8,JA81AM,CANADA
BOMBARDIER,DH8D,DHC-8-400 Dash 8,JA81AM,CANADA
BOMBARDIER,DH8A,,JA81AM,CANADA
BOMBARDIER,DH8B,,JA81AM,CANADA
BOMBARDIER,DH8C,,JA81AM,CANADA
BOMBARDIER,DH8D,,JA81AM,CANADA
BOMBARDIER,DH8C,RO-6,JA81AM,CANADA
BOMBARDIER,CL35,BD-100 Challenger 3500,JA81AM,CANADA
BOMBARDIER,CL35,,JA81AM,CANADA
BOMBARDIER,GL7T,BD-700,JA81AM,CANADA
BOMBARDIER,GL7T,,JA81AM,CANADA
PILATUS,PC7,,,SUISSE
PILATUS,PC7,AT-92,,,SUISSE
PILATUS,PC6T,,,,SUISSE
PILATUS,PC12,,,,SUISSE
PILATUS,PC9,,,,SUISSE
PILATUS,PP2,P-2,,,SUISSE
PILATUS,PP3,P-3,,,SUISSE
PILATUS,PC6P,PC-6,,,SUISSE
PILATUS,PC6T,PC-6A,,,SUISSE
PILATUS,PC6T,PC-6B,,,SUISSE
PILATUS,PC6T,PC-6C,,,SUISSE
PILATUS,PC7,PC-7,,,SUISSE
PILATUS,PC7,PC-7,,,SUISSE
PILATUS,PC9,PC-9,,,SUISSE
PILATUS,PC9,PC-9,,,SUISSE
PILATUS,PC12,PC-12,,,SUISSE
PILATUS,PC12,PC-12,,,SUISSE
PILATUS,PC12,PC-12,,,SUISSE
PILATUS,PC21,PC-21,,,SUISSE
PILATUS,PC6P,,,,SUISSE
PILATUS,PC12,,,,SUISSE
PILATUS,PC7,,,,SUISSE
PILATUS,PC6T,,,,SUISSE
PILATUS,PC12,U-28,,,SUISSE
PILATUS,PC6T,UV-20,,,SUISSE
PILATUS,PC24,PC-24,,,SUISSE
DASSAULT,ATLA,1150 Atlantic,,,FRANCE
DASSAULT,ATLA,Atlantic,,,FRANCE
DASSAULT,ATLA,,,,FRANCE
DASSAULT,ETAR,,,,FRANCE
DASSAULT,MIRA,F-103 Mirage 3,,,FRANCE
DASSAULT,FA7X,,,,FRANCE
DASSAULT,FA10,,,,FRANCE
DASSAULT,FA20,,,,FRANCE
DASSAULT,FA50,,,,FRANCE
DASSAULT,FA10,Falcon 100,,,FRANCE
DASSAULT,FA20,Falcon 200,,,FRANCE
DASSAULT,F900,,,,FRANCE
DASSAULT,F2TH,,,,FRANCE
DASSAULT,FLAM,,,,FRANCE
DASSAULT,FA20,Gardian,,,FRANCE
DASSAULT,FA20,Guardian,,,FRANCE
DASSAULT,FA20,HU-25 Guardian,,,FRANCE
DASSAULT,FLAM,MD-311,,,FRANCE
DASSAULT,FLAM,MD-312,,,FRANCE
DASSAULT,MYS4,MD-454A,,,FRANCE
DASSAULT,MIRA,,,,FRANCE
DASSAULT,MIRA,,,,FRANCE
DASSAULT,MIRA,,,,FRANCE
DASSAULT,MIR2,,,,FRANCE
DASSAULT,MRF1,,,,FRANCE
DASSAULT,MYS4,,,,FRANCE
DASSAULT,FA10,,,,FRANCE
DASSAULT,FA20,,,,FRANCE
DASSAULT,FA50,,,,FRANCE
DASSAULT,FA10,Mystère 100,,,FRANCE
DASSAULT,FA20,Mystère 200,,,FRANCE
DASSAULT,F900,,,,FRANCE
DASSAULT,RFAL,,,,FRANCE
DASSAULT,ETAR,Super Etendard,,,FRANCE
DASSAULT,SMB2,,,,FRANCE
DASSAULT,MIR2,Vajra,,,FRANCE
DASSAULT,FA8X,Falcon 8X,,,FRANCE
DASSAULT,FA6X,,,,FRANCE
BEECH,BE36,Bonanza 36,,,ÉTATS-UNIS
BEECH,BE17,17,,,ÉTATS-UNIS
BEECH,BE18,18 (piston),,,ÉTATS-UNIS
BEECH,B18T,18 (turbine),,,ÉTATS-UNIS
BEECH,BE19,19,,,ÉTATS-UNIS
BEECH,BE19,19,,,ÉTATS-UNIS
BEECH,BE23,23,,,ÉTATS-UNIS
BEECH,BE23,23,,,ÉTATS-UNIS
BEECH,BE24,24,,,ÉTATS-UNIS
BEECH,BE24,24,,,ÉTATS-UNIS
BEECH,BE33,33,,,ÉTATS-UNIS
BEECH,BE33,33,,,ÉTATS-UNIS
BEECH,BE35,35,,,ÉTATS-UNIS
BEECH,B36T,36,,,ÉTATS-UNIS
BEECH,T34P,45,,,ÉTATS-UNIS
BEECH,BE50,50,,,ÉTATS-UNIS
BEECH,BE55,55,,,ÉTATS-UNIS
BEECH,BE56,56,,,ÉTATS-UNIS
BEECH,BE58,58,,,ÉTATS-UNIS
BEECH,BE60,60,,,ÉTATS-UNIS
BEECH,BE65,65,,,ÉTATS-UNIS
BEECH,BE70,70,,,ÉTATS-UNIS
BEECH,BE76,76,,,ÉTATS-UNIS
BEECH,BE77,77,,,ÉTATS-UNIS
BEECH,BE80,80,,,ÉTATS-UNIS
BEECH,BE80,80,,,ÉTATS-UNIS
BEECH,BE88,88,,,ÉTATS-UNIS
BEECH,U21,90 (A90-1),,,ÉTATS-UNIS
BEECH,U21,90 (A90-2),,,ÉTATS-UNIS
BEECH,U21,90 (A90-3),,,ÉTATS-UNIS
BEECH,U21,90 (A90-4),,,ÉTATS-UNIS
BEECH,BE9L,90 (A90),,,ÉTATS-UNIS
BEECH,BE9L,90 (B90),,,ÉTATS-UNIS
BEECH,BE9L,90 (C90),,,ÉTATS-UNIS
BEECH,BE9L,90 (D90),,,ÉTATS-UNIS
BEECH,BE9L,90 (E90),,,ÉTATS-UNIS
BEECH,BE9T,90 (F90),,,ÉTATS-UNIS
BEECH,BE9L,90,,,ÉTATS-UNIS
BEECH,BE95,95,,,ÉTATS-UNIS
BEECH,BE99,99,,,ÉTATS-UNIS
BEECH,BE10,100,,,ÉTATS-UNIS
BEECH,BE20,200,,,ÉTATS-UNIS
BEECH,B350,300 (B300),,,ÉTATS-UNIS
BEECH,BE30,300,,,ÉTATS-UNIS
BEECH,BE40,400,,,ÉTATS-UNIS
BEECH,U22,1074,,,ÉTATS-UNIS
BEECH,U22,1079,,,ÉTATS-UNIS
BEECH,BE20,1300,,,ÉTATS-UNIS
BEECH,B190,1900,,,ÉTATS-UNIS
BEECH,STAR,2000,,,ÉTATS-UNIS
BEECH,BE99,,,,ÉTATS-UNIS
BEECH,BE18,AT-7,,,ÉTATS-UNIS
BEECH,BE18,AT-11,,,ÉTATS-UNIS
BEECH,BE55,,,,ÉTATS-UNIS
BEECH,BE58,,,,ÉTATS-UNIS
BEECH,BE33,,,,ÉTATS-UNIS
BEECH,BE35,,,,ÉTATS-UNIS
BEECH,BE36,A36 Bonanza 36,,,ÉTATS-UNIS
BEECH,BE36,A36AT Bonanza 36,,,ÉTATS-UNIS
BEECH,B36T,,,,ÉTATS-UNIS
BEECH,BE20,C-12A,,,ÉTATS-UNIS
BEECH,BE20,C-12C,,,ÉTATS-UNIS
BEECH,BE20,C-12D,,,ÉTATS-UNIS
BEECH,BE20,C-12E,,,ÉTATS-UNIS
BEECH,BE20,C-12F,,,ÉTATS-UNIS
BEECH,B190,C-12J,,,ÉTATS-UNIS
BEECH,BE20,C-12L,,,ÉTATS-UNIS
BEECH,BE20,C-12R,,,ÉTATS-UNIS
BEECH,BE18,C-45,,,ÉTATS-UNIS
BEECH,BE55,C-55,,,ÉTATS-UNIS
BEECH,BE55,,,,ÉTATS-UNIS
BEECH,BE20,,,,ÉTATS-UNIS
BEECH,BE33,,,,ÉTATS-UNIS
BEECH,BE76,,,,ÉTATS-UNIS
BEECH,BE60,,,,ÉTATS-UNIS
BEECH,U21,EU-21,,,ÉTATS-UNIS
BEECH,BE18,,,,ÉTATS-UNIS
BEECH,BE20,FWC-12,,,ÉTATS-UNIS
BEECH,BE20,,,,ÉTATS-UNIS
BEECH,BE40,,,,ÉTATS-UNIS
BEECH,BE20,JC-12,,,ÉTATS-UNIS
BEECH,BE18,JRB,,,ÉTATS-UNIS
BEECH,U21,JU-21,,,ÉTATS-UNIS
BEECH,BE18,,,,ÉTATS-UNIS
BEECH,BE9L,,,,ÉTATS-UNIS
BEECH,BE10,,,,ÉTATS-UNIS
BEECH,BE9T,,,,ÉTATS-UNIS
BEECH,T34P,,,,ÉTATS-UNIS
BEECH,BE23,,,,ÉTATS-UNIS
BEECH,BE19,,,,ÉTATS-UNIS
BEECH,BE24,,,,ÉTATS-UNIS
BEECH,BE18,,,,ÉTATS-UNIS
BEECH,BE20,NC-12,,,ÉTATS-UNIS
BEECH,U22,QU-22,,,ÉTATS-UNIS
BEECH,BE65,,,,ÉTATS-UNIS
BEECH,BE70,,,,ÉTATS-UNIS
BEECH,BE80,,,,ÉTATS-UNIS
BEECH,BE88,,,,ÉTATS-UNIS
BEECH,BE20,RC-12,,,ÉTATS-UNIS
BEECH,BE18,RC-45,,,ÉTATS-UNIS
BEECH,BE50,RU-8,,,ÉTATS-UNIS
BEECH,U21,RU-21,,,ÉTATS-UNIS
BEECH,BE50,,,,ÉTATS-UNIS
BEECH,BE65,,,,ÉTATS-UNIS
BEECH,BE24,,,,ÉTATS-UNIS
BEECH,BE77,,,,ÉTATS-UNIS
BEECH,BE18,SNB,,,ÉTATS-UNIS
BEECH,BE19,,,,ÉTATS-UNIS
BEECH,BE17,,,,ÉTATS-UNIS
BEECH,STAR,,,,ÉTATS-UNIS
BEECH,BE23,,,,ÉTATS-UNIS
BEECH,B350,,,,ÉTATS-UNIS
BEECH,BE20,,,,ÉTATS-UNIS
BEECH,BE30,,,,ÉTATS-UNIS
BEECH,BE40,T-1,,,ÉTATS-UNIS
BEECH,T34P,T-34A,,,ÉTATS-UNIS
BEECH,T34P,T-34B,,,ÉTATS-UNIS
BEECH,T34T,T-34C,,,ÉTATS-UNIS
BEECH,BE55,T-42,,,ÉTATS-UNIS
BEECH,BE20,TC-12,,,ÉTATS-UNIS
BEECH,BE18,TC-45,,,ÉTATS-UNIS
BEECH,BE95,,,,ÉTATS-UNIS
BEECH,BE17,,,,ÉTATS-UNIS
BEECH,BE56,,,,ÉTATS-UNIS
BEECH,T34T,,,,ÉTATS-UNIS
BEECH,BE50,,,,ÉTATS-UNIS
BEECH,BE20,,,,ÉTATS-UNIS
BEECH,BE50,U-8D,,,ÉTATS-UNIS
BEECH,BE50,U-8E,,,ÉTATS-UNIS
BEECH,BE65,U-8F,,,ÉTATS-UNIS
BEECH,BE50,U-8G,,,ÉTATS-UNIS
BEECH,U21,U-21A,,,ÉTATS-UNIS
BEECH,BE10,U-21F,,,ÉTATS-UNIS
BEECH,U21,U-21G,,,ÉTATS-UNIS
BEECH,BE20,UC-12,,,ÉTATS-UNIS
BEECH,BE17,UC-43,,,ÉTATS-UNIS
BEECH,BE18,UC-45,,,ÉTATS-UNIS
BEECH,U21,,,,ÉTATS-UNIS
BEECH,BE10,,,,ÉTATS-UNIS
BEECH,BE17,YC-43,,,ÉTATS-UNIS
BEECH,BE80,,,,ÉTATS-UNIS
BEECH,B60T,60 Royal Turbine Duke,,,ÉTATS-UNIS
BEECH,B60T,Royal Turbine Duke,,,ÉTATS-UNIS
BEECH,BE36,36 Bonanza 36,,,ÉTATS-UNIS
BEECH,BT36,A36TC Bonanza,,,ÉTATS-UNIS
BEECH,BT36,B36TC Bonanza,,,ÉTATS-UNIS
BEECH,BT36,Bonanza (A36TC/B36TC),,,ÉTATS-UNIS
BEECH,B58T,58P Pressurized Baron,,,ÉTATS-UNIS
BEECH,B58T,Pressurized Baron,,,ÉTATS-UNIS
BEECH,B58T,58TC Baron,,,ÉTATS-UNIS
BEECH,B58T,Baron (58TC),,,ÉTATS-UNIS
BEECH,BE40,400A,,,ÉTATS-UNIS
BEECH,BE40,400T,,,ÉTATS-UNIS
BEECH,BE40,400T,,,ÉTATS-UNIS
BEECH,BE40,,,,ÉTATS-UNIS
BEECH,BE40,T-400,,,ÉTATS-UNIS
BEECH,BE40,Beechjet (400/400A),,,ÉTATS-UNIS
BEECH,BE4W,Beechjet (400XT/400XPR),,,ÉTATS-UNIS
BEECH,BE4W,400XT,,,ÉTATS-UNIS
BEECH,BE4W,400XPR,,,ÉTATS-UNIS
BEECH,BE9L,T-44 Pegasus,,,ÉTATS-UNIS
BEECH,BE9L,,,,ÉTATS-UNIS
BEECHCRAFT,BE36,G36 Bonanza,Hawker 4000,ÉTATS-UNIS
BEECHCRAFT,BE36,Bonanza (G36),Hawker 4000,ÉTATS-UNIS
BEECHCRAFT,BE58,58 Baron,Hawker 4000,ÉTATS-UNIS
BEECHCRAFT,BE58,Baron,Hawker 4000,ÉTATS-UNIS
BEECHCRAFT,BE9L,90 King Air 90,Hawker 4000,ÉTATS-UNIS
BEECHCRAFT,BE9L,King Air 90,Hawker 4000,ÉTATS-UNIS
BEECHCRAFT,BE20,200 King Air 250,Hawker 4000,ÉTATS-UNIS
BEECHCRAFT,BE20,King Air 250,Hawker 4000,ÉTATS-UNIS
BEECHCRAFT,B350,300 (B300) King Air 350,Hawker 4000,ÉTATS-UNIS
BEECHCRAFT,B350,King Air 350,Hawker 4000,ÉTATS-UNIS
BEECHCRAFT,TEX2,T-6 Texan 2,Hawker 4000,ÉTATS-UNIS
BEECHCRAFT,TEX2,Texan 2,Hawker 4000,ÉTATS-UNIS
BEECHCRAFT,B350,,Hawker 4000,ÉTATS-UNIS
BEECHCRAFT,B350,300 (B300) King Air 360,Hawker 4000,ÉTATS-UNIS
BEECHCRAFT,BE22,220 Denali,Hawker 4000,ÉTATS-UNIS
BEECHCRAFT,BE22,,Hawker 4000,ÉTATS-UNIS
BEECHCRAFT,BE20,200 King Air 260,Hawker 4000,ÉTATS-UNIS
BEECHCRAFT,BE20,,Hawker 4000,ÉTATS-UNIS
BELL,B47G,47D,LLRV,ÉTATS-UNIS
BELL,B47G,47G,LLRV,ÉTATS-UNIS
BELL,B47G,47G,LLRV,ÉTATS-UNIS
BELL,B47G,47H,LLRV,ÉTATS-UNIS
BELL,B47J,47J,LLRV,ÉTATS-UNIS
BELL,UH1,204,LLRV,ÉTATS-UNIS
BELL,UH1,205,LLRV,ÉTATS-UNIS
BELL,B06,206A,LLRV,ÉTATS-UNIS
BELL,B06,206B,LLRV,ÉTATS-UNIS
BELL,B06,206L,LLRV,ÉTATS-UNIS
BELL,B06T,206LT,LLRV,ÉTATS-UNIS
BELL,HUCO,209,LLRV,ÉTATS-UNIS
BELL,SUCO,209,LLRV,ÉTATS-UNIS
BELL,UH1,210,LLRV,ÉTATS-UNIS
BELL,B212,212,LLRV,ÉTATS-UNIS
BELL,B212,212,LLRV,ÉTATS-UNIS
BELL,B214,214A,LLRV,ÉTATS-UNIS
BELL,B214,214B,LLRV,ÉTATS-UNIS
BELL,B214,214C,LLRV,ÉTATS-UNIS
BELL,BSTP,214ST,LLRV,ÉTATS-UNIS
BELL,B222,222,LLRV,ÉTATS-UNIS
BELL,B230,230,LLRV,ÉTATS-UNIS
BELL,B06,406,LLRV,ÉTATS-UNIS
BELL,B06,406,LLRV,ÉTATS-UNIS
BELL,B407,407,LLRV,ÉTATS-UNIS
BELL,B412,412,LLRV,ÉTATS-UNIS
BELL,B412,412,LLRV,ÉTATS-UNIS
BELL,B412,412,LLRV,ÉTATS-UNIS
BELL,B427,427,LLRV,ÉTATS-UNIS
BELL,B429,429,LLRV,ÉTATS-UNIS
BELL,B430,430,LLRV,ÉTATS-UNIS
BELL,SUCO,449,LLRV,ÉTATS-UNIS
BELL,HUCO,AH-1E,LLRV,ÉTATS-UNIS
BELL,HUCO,AH-1F,LLRV,ÉTATS-UNIS
BELL,HUCO,AH-1P,LLRV,ÉTATS-UNIS
BELL,HUCO,AH-1S,LLRV,ÉTATS-UNIS
BELL,SUCO,AH-1W,LLRV,ÉTATS-UNIS
BELL,SUCO,AH-1Z,LLRV,ÉTATS-UNIS
BELL,P39,,LLRV,ÉTATS-UNIS
BELL,B214,,LLRV,ÉTATS-UNIS
BELL,UH1,CH-118,LLRV,ÉTATS-UNIS
BELL,B06,CH-136,LLRV,ÉTATS-UNIS
BELL,B06,CH-139,LLRV,ÉTATS-UNIS
BELL,B412,CH-146,LLRV,ÉTATS-UNIS
BELL,B06,COH-58,LLRV,ÉTATS-UNIS
BELL,B06,,LLRV,ÉTATS-UNIS
BELL,B06,,LLRV,ÉTATS-UNIS
BELL,UH1,CUH-1H,LLRV,ÉTATS-UNIS
BELL,UH1,EH-1,LLRV,ÉTATS-UNIS
BELL,B429,,LLRV,ÉTATS-UNIS
BELL,B412,,LLRV,ÉTATS-UNIS
BELL,B412,,LLRV,ÉTATS-UNIS
BELL,UH1,HH-1,LLRV,ÉTATS-UNIS
BELL,B412,Arapaho (412),LLRV,ÉTATS-UNIS
BELL,B407,Arapaho (RH-70),LLRV,ÉTATS-UNIS
BELL,B47J,HH-13,LLRV,ÉTATS-UNIS
BELL,HUCO,,LLRV,ÉTATS-UNIS
BELL,UH1,,LLRV,ÉTATS-UNIS
BELL,B214,,LLRV,ÉTATS-UNIS
BELL,B06,,LLRV,ÉTATS-UNIS
BELL,P63,,LLRV,ÉTATS-UNIS
BELL,B06,,LLRV,ÉTATS-UNIS
BELL,B06,,LLRV,ÉTATS-UNIS
BELL,B06,,LLRV,ÉTATS-UNIS
BELL,B47G,OH-13,LLRV,ÉTATS-UNIS
BELL,B06,OH-58,LLRV,ÉTATS-UNIS
BELL,B06,OH-58,LLRV,ÉTATS-UNIS
BELL,P39,P-39,LLRV,ÉTATS-UNIS
BELL,P63,P-63,LLRV,ÉTATS-UNIS
BELL,B47J,,LLRV,ÉTATS-UNIS
BELL,B06,,LLRV,ÉTATS-UNIS
BELL,B412,,LLRV,ÉTATS-UNIS
BELL,UH1,SH-1,LLRV,ÉTATS-UNIS
BELL,B47G,,LLRV,ÉTATS-UNIS
BELL,SUCO,,LLRV,ÉTATS-UNIS
BELL,BSTP,,LLRV,ÉTATS-UNIS
BELL,HUCO,TAH-1,LLRV,ÉTATS-UNIS
BELL,UH1,TH-1E,LLRV,ÉTATS-UNIS
BELL,B407,ARH-70 Arapaho,LLRV,ÉTATS-UNIS
BELL,B407,YRH-70,LLRV,ÉTATS-UNIS
BELL,UH1,TH-1F,LLRV,ÉTATS-UNIS
BELL,UH1,TH-1H Iroquois,LLRV,ÉTATS-UNIS
BELL,UH1,TH-1L,LLRV,ÉTATS-UNIS
BELL,HUCO,TH-1S,LLRV,ÉTATS-UNIS
BELL,B47J,TH-13N,LLRV,ÉTATS-UNIS
